product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_name,review_title,product_link
"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,499","₹2,999",50%,3.7,"87,798","Enjoy balanced sound without artificially enhanced Bass and volume that hurts your ears. This helps you enjoy the full bandwidth of crystal clear audio with no distortion|12.5mm Dynamic Drivers cased in ergonomically designed comfort fit earbuds|16 Hours Playtime under optimum audio setting, Bluetooth frequency 2.400 GHz - 2.4835 GHz|Quick Charging - 10 min of charge provides one 1 Hour playtime and while overall charging takes less than 2 Hours|Multi-Point Connectivity allowing seamless switch between two devices, Enjoy lossless quality music with Bluetooth 5.0|Audio Specifications : Frequency response 20 Hz – 20 kHz ; Impedance 20 ohm ; Sensitivity 118 dB SPL@ 1kHz 1mW ; Microphone sensitivity -25 dBV/Pa @1kHz|With 3 Button remote, access Hands free calling or enable Voice Assistance activation on your mobile device","Amazonnig,Anurag,p_v_,Anil Kumar,Ignatius Nayan D'Rozario,Amazon Customer,Maulik Aryan,basraj","Good headphones, the sound is good, not sure about comfort,Just Ok,Budget Entry Level Banger Headset,Good quality product,Good multipoint connectivity. Falls off the ear,Good quality, but battery draining,ANC very bad,Bluetooth not working after 4 month",https://www.amazon.in/JBL-Playtime-Bluetooth-Earphones-Assistant/dp/B08FB2LNSZ/ref=sr_1_142?qid=1672903001&s=computers&sr=1-142
"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics|Cameras&Photography|Accessories|Cleaners|CleaningKits,₹299,₹499,40%,4.2,"24,432","3-in-1 cleaning kit, the 3-piece cleaning contains the essential items necessary for the proper maintenance and care of your optical equipment. It easily cleans dirt and dust. Effectively removes smudges and fingerprints from lenses, LCD and other optics.|Multipurpose cleaning kit for digital cameras, DSLR, camcorders, filters, lenses, binoculars, LCD, Laptops and other sensitive electronics, etc|Includes: 1 x Cleaning Liquid 100ml, 1 x Plush Microfiber Cloth, 1 x Dust Removal Brush|Every photographer knows the importance of keeping your camera in pristine condition, our cleaning kit provides all the tools you need to maintain your precious camera equipment|The cleaning kit is composed of carefully selected tools and materials to safely and effectively clean your camera and any other delicate optics, each item included in your cleaning kit is inspected for quality assurance before shipping","Siddharth suman,Soumayan Chakraborty,Papori,Agasthya,Jiten Sinku,Aleena,Ram Surat,Uday Kumar","Very fine product..,Good,Worth the money,Does what it says,Value for money product but brush is not good.,Easy to use,Good product,Worthable",https://www.amazon.in/Essentials-Gz-Ck-101-Professional-Micro-Fiber-Antibacterial/dp/B01IBRHE3E/ref=sr_1_144?qid=1672903001&s=computers&sr=1-144
SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹579,"₹1,400",59%,4.3,"1,89,104","Compatible with Micro USB Type 'B' Android based Smartphones & Tablets. Windows 7, Windows 8, Windows 10, Mac OS X v10.9+ and higher|Free up space on your OTG-enabled Android phone|Back up your mobile photos, videos and contacts|Retractable design with dual micro-USB and USB 3.0 connectors|SanDisk Memory Zone application (available on Google Play) lets you easily manage your photos and videos|High-speed USB 3.0 performance with up to 130mbps file transfer from drive to computer|Manufacturer Detail: SanDisk InternationalLtd.c/o Unit 100 AirsideBusiness Park,Lakeshore Drive,Swords,Co. Dublin, Irelandmporter Details: Rashi Peripherals Pvt. Ltd. Rashi Complex,A Building,Survey186,Dongaripada,Poman Village,Vasai Bhiwandi Road, Dist. Thane,Maharastra 401208, India","Neeraj Vishwakarma,UD,M.Sathish kumar,Karthik,Kunjasha.v.kadu,Govind N.,Yogesh Tayde,Amima khatun","It takes Forever - to transfer anything. Maybe I - misunderstood ""Ultra"" or somebody missed ""Ultra-Slow"" in the model tag line.,Comprehensive Review of Product, Company & Seller,Desigh and usage,Good purchase not best,Sd card,Good Quality product,Pendrive Quality to Aacchi H Par , Storage 64 Gb Ki jagah 61 Gb Hi Milta H 3Gb Kam Milta H,Good",https://www.amazon.in/SanDisk-Ultra-Dual-64GB-Drive/dp/B01N6LU1VF/ref=sr_1_145?qid=1672903002&s=computers&sr=1-145
TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹2,499","₹3,299",24%,4.2,"93,112","High-Definition Video —— Records every image in crystal-clear 1080p definition;Pan and Tilt —— 360º horizontal and 114º vertical range; Advanced Night Vision —— Provides a visual distance of up to 30 ft;Motion Detection and Notifications —— Notifies you when the camera detects movement|Sound and Light Alarm —— Trigger light and sound effects to frighten away unwanted visitors.;Two-Way Audio —— Enables communication through a built-in microphone and speaker|Safe Storage —— Locally stores up to 128 GB on a microSD card, equal to 384 hours (16 days) of footage. (Based on laboratory conditions)|Voice Control —— Free Up Your Hands with Voice Control —— Works with the Google Assistant and Amazon Alexa. (Google Assistant and Amazon Alexa are not available in all languages and countries)|Specific Uses For Product: Surveillance; Included Components: Tapo Pan/Tilt Home Security Wi-Fi Camera, Power Adapter, Quick Start Guide ,Mounting Screws, Mounti","Maxrock89,Ayush negi,Rakesh,prasanth,Suraj,Sudhi/Deeps,Vigneshraja,KONDOJU HEMANTHA CHARY","VFM indoor use (living room/bedrrom) use and clear view upto 120sqft rooms,Best camera in its segment but the app lags,Best,You have to pay to avail all services,All good,I was sent a used product...,Good Product,Upto mark",https://www.amazon.in/TP-Link-Wireless-Security-Tapo-C200/dp/B07XLML2YS/ref=sr_1_146?qid=1672903002&s=computers&sr=1-146
"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,199","₹5,999",80%,3.9,"47,521","Drivers- These true wireless earbuds have powerful 6mm drivers for an enthralling playback experience|Dual Tone Finish- Its dual tone colours offer an aesthetical edge and define a true listening time|Playback- Airdopes 171 offers a nonstop playback of up to 3H with each charge and an additional 10H playtime with the included charging case|Lightweight- These true wireless earbuds weigh about 4g per each so you may keep them plugged for longer duration with comfort|IP Rating- Airdopes 171 is IPX4 rated for providing resistance against sweat, splash and dust scares.|Bluetooth- boAt Airdopes 171 offers true wireless experience with latest Bluetooth v5.0.|Control- The TWS earbuds offer easy access multifunction button controls with stereo calling feature","Narasimha Rao,Anitha Dalwai,Sachin Ghadge,Udaya Shankar G,Abedh Babu,Neha,Hiro,KAPIL JINDAL","Good,Bluetooth range coverage is poor,Good product,Below average product model,Good product.,Complaint,To be honest these ear buds are actually decent and legit,Nice Product",https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WMSCN3/ref=sr_1_147?qid=1672903002&s=computers&sr=1-147
Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,₹399,₹499,20%,4.3,"27,201","Duracell Rechargeable AAA 750mAh batteries stay charged for up to 12 months, when not in use|Unused Duracell Rechargeable AAA 750mAh batteries are guaranteed to last 3 years|Duracell Rechargeable AAA 750mAh batteries come pre-charged, ready to use|Duracell Rechargeable AAA 750mAh batteries can be recharged 100's times|Suited for regularly used devices like wireless mouse or babyphone|They are available in AA 1300mAh and AAA 750mAh sizes|They work in any NiMH charger","T N Sivaji,Akku,V,Meet,MOHAMMED,Niranjan koyri,Tamil selvan,Puneet S.","Works Good,Perfect replacement cell for trimmer,Wow,As they said in ad worth it,A good product,Fit for phillips trimmer.,Good,Good Product",https://www.amazon.in/Duracell-AAA-750mAh-Rechargeable-Batteries/dp/B003B00484/ref=sr_1_148?qid=1672903002&s=computers&sr=1-148
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",₹279,₹499,44%,3.7,"10,962","Superior Stability: Built-in advanced Certified AG6200 IC chip converts HDMI digital signal to VGA analog signal. It is NOT a bi-directional converter and cannot transmit signals from VGA to HDMI.|Compact Design: Tizum HDMI to VGA adapter is compact & lightweight which makes it easy to carry, travel friendly and also saves space on your desk helping it keep clutter free.|High Definition Image Quality: The HDMI male to VGA female converter supports resolution up to 1920x1080 60Hz (1080p Full HD) including 720p, 1600x1200, 1280x1024 for high definition monitors & projectors.|Wide Compatibility: The adapter is compatible with Computer, PC, Desktop, Laptop, Notebook, Chromebook, PS3, Xbox, Set Top Box, TV & other devices with HDMI port. Note: Does not Support Audio.|Incredible Performance: It resists corrosion & abrasion; improves signal transmission; & protects HDMI port of your device to ensure a longer lifespan","aditya d.,Paranthaman,ashik rahman c,Rajas c.,Madan Tejaswi,Sumit,chaitanya srikrishna,subeh sharma","Good product ; Average Finishing,Save it purpose well without any issue. I am satisfied,No issues,NO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITOR,Good product,Not so Bad,Good,Worked will for only 3-4 months.",https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_149?qid=1672903002&s=computers&sr=1-149
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,490","₹22,900",41%,4.3,"16,299","Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Personal Computer | Screen Share | Music System | Content Guide | Connect Share Movie|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description","Rahman Ali,MARIYA DASS,Md Aftab,roshan s.,Mohan,Devendu Sawant,Shek hussain,Prathap Pathaneni","Good,Sound is very low another brand comparing in better,Service provider not meet my home refuse, tv i am not using bad service,Good product,Ok super,Floor stand does not come with it ...,Good,A budget friendly TV with a clumsy UI and Remote",https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_150?qid=1672903002&s=computers&sr=1-150
"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹279,₹375,26%,4.3,"31,534","A comfortable, ambidextrous shape feels good in either hand, so you feel more comfortable as you work-even at the end of the day.|With 800 dpi sensitivity, you'll get precise cursor control so you can edit documents and navigate the Web more efficiently.|Side-to-side scrolling plus zoom lets you instantly zoom in or out and scroll horizontally and vertically. Perfect for working with spreadsheets and presentations.|Zero setup with flexible connectivity means you just plug it into your USB or PS/2 port-it works right out of the box.|This mouse is built by Logitech-the mouse experts. It comes with the quality and design we've built into more than a billion mice, more than any other manufacturer.","Uday Joglekar,Simi Singh,Hi,chirag bansal,Swarnavo Dutta,H Rt khuma,Adarsh,Dixit","Handy Mouse,Good quality mouse,Good one.,Good,Good cheap reliable,Gud quality mouse,Very comfortable,Quality + Less Price Makes it Best to buy.",https://www.amazon.in/Logitech-B100-Optical-Mouse-Black/dp/B003L62T7W/ref=sr_1_151?qid=1672903002&s=computers&sr=1-151
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics|WearableTechnology|SmartWatches,"₹2,499","₹4,999",50%,3.9,"7,571","Bluetooth calling: Stay connected to the world, answer calls, store favourite contacts and dial from recent call logs, do it all with your smartwatch. Charging Time : Up to 2 hours|1.69” TFT LCD: Keep an eye on your day with a large and vivid display of our smartwatch.; 60 sports modes: Make fitness your priority and track your progress. Take your pick from a wide variety of sports modes and make your move.|150 cloud-based and customisable watch faces: Experiment with your fit. Choose from a plethora of watch faces and complete your look for the day.|Noise Health Suite: Keep a track of your well-being and health, right from your wrist with Noise Health Suite featuring a variety of health features.|Connectivity Technology: Usb; Included Components: ‎Smartwatch, Magnetic Charger, User Manual, Warranty Card; Compatible Devices: Smartphone","Kindle Customer,Arun Kalkunte,Amit Kumar,Dhanush,Shiva sai,Moumita Bhanja,Nagaraj S H,Maneesh Mathew","Best for this price,Nice starter smartwatch,Work,Very light weight watch,Smart watch,Good looking,Super,Good",https://www.amazon.in/Noise-ColorFit-Bluetooth-Monitoring-SmartWatch/dp/B09P18XVW6/ref=sr_1_152?qid=1672903002&s=computers&sr=1-152
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",₹137,₹160,14%,4.4,"6,537","The cover design of the notebook is subject to change, it depends on stock availability|6 subject notebook-single line, 300 pages, spiral binding, soft cover, 267mm*203mm|Six subjects one notebook only the best from classmate|Classmate uses eco friendly and elemental chlorine free paper|This notebook consists of papers","Hamsavarthini,Samir Shukla,Shahbaz,Shar,Akshay,armaan,Alok Kumar Dixit,Alok pandey","Good,Boss of premium note books 🏆,Didn't expected single binding!,Good purchase,Good Quality but paper could be thicker...,Worth the Money!,Good quality,Nice products",https://www.amazon.in/Classmate-Premium-Subject-Notebook-Single/dp/B00LZLPYHW/ref=sr_1_153?qid=1672903002&s=computers&sr=1-153
